token_text	predicates	gold predicates	arguments	gold arguments
n't	_	_	_	_
escape	PRED	PRED	_	_
if	_	_	_	_
you	_	_	ARG	_
opened	PRED	PRED	_	_
the	_	_	_	_
front	_	_	_	_
door	_	_	ARG	_
.	_	_	_	_
Did	PRED	PRED	_	_
you	_	_	ARG	_
know	PRED	PRED	_	_
that	_	_	_	_
approximately	_	_	_	_
10	_	_	_	_
million	_	_	_	_
Americans	_	_	ARG	_
are	PRED	PRED	_	_
either	_	_	_	_
incarcerated	PRED	PRED	_	_
,	_	_	_	_
on	_	_	_	_
probation	_	PRED	_	_
,	_	_	_	_
on	_	_	_	_
parole	_	PRED	_	_
or	_	_	_	_
once	_	_	_	_
were	PRED	PRED	_	_
in	_	_	_	_
those	_	_	_	_
categories	_	_	_	_
?	_	_	_	_
Each	_	_	ARG	ARG
of	_	_	_	_
those	_	_	_	_
10	_	_	_	_
million	_	_	_	_
have	PRED	PRED	_	_
families	_	_	ARG	ARG
,	_	_	_	_
friends	_	_	_	_
,	_	_	_	_
neighbors	_	_	_	_
...	_	_	_	_
and	_	_	_	_
so	_	_	_	_
closer	_	_	_	_
and	_	_	_	_
closer	_	_	_	_
does	PRED	PRED	_	_
the	_	_	_	_
We	_	_	ARG	_
interface	PRED	_	_	_
with	_	_	_	_
the	_	_	_	_
You	_	_	_	_
.	_	_	_	_
Do	PRED	PRED	_	_
n't	_	_	_	_
you	_	_	ARG	_
think	PRED	PRED	_	_
it	_	_	ARG	_
's	PRED	PRED	_	_
time	_	_	_	_
we	_	_	ARG	_
talked	PRED	PRED	_	_
?	_	_	_	_
Are	PRED	PRED	_	_
you	_	_	ARG	ARG
ready	_	PRED	_	ARG
?	_	_	_	_
Can	_	_	_	ARG
you	_	_	ARG	ARG
accept	PRED	PRED	_	_
that	_	_	_	_
the	_	_	_	_
road	_	_	ARG	_
we	_	_	ARG	_
are	PRED	PRED	_	_
travelling	_	PRED	_	_
points	PRED	PRED	_	ARG
toward	_	_	_	_
a	_	_	_	_
grim	_	_	_	_
and	_	_	_	_
painful	_	_	_	_
future	_	_	_	_
?	_	_	_	_
Do	PRED	PRED	_	_
you	_	_	ARG	_
have	PRED	PRED	_	_
the	_	_	_	_
heart	_	_	ARG	_
to	_	_	_	_
face	PRED	PRED	_	_
monumental	_	_	_	_
failures	_	_	ARG	_
while	_	_	_	_
bravely	_	_	_	_
struggling	_	PRED	_	_
beyond	_	_	_	_
where	_	_	_	_
we	_	_	ARG	_
are	PRED	PRED	_	_
now	_	_	ARG	_
?	_	_	_	_
I	_	_	ARG	ARG
know	PRED	PRED	_	_
that	_	_	_	_
some	_	_	ARG	_
of	_	_	_	_
you	_	_	_	_
are	PRED	PRED	_	ARG
,	_	_	_	_
and	_	_	_	_
that	_	_	_	_
some	_	_	ARG	_
of	_	_	_	_
us	_	_	_	_
are	PRED	PRED	_	_
,	_	_	_	_
and	_	_	_	_
this	_	_	ARG	_
is	PRED	PRED	_	_
what	_	_	ARG	_
gives	PRED	PRED	_	_
me	_	_	ARG	_
hope	_	PRED	ARG	_
.	_	_	_	_
You	_	_	ARG	ARG
need	PRED	PRED	_	_
our	_	_	_	_
insights	_	_	ARG	ARG
just	_	_	_	_
as	_	_	_	_
we	_	_	ARG	_
need	PRED	PRED	_	ARG
your	_	_	_	_
structure	_	_	ARG	_
.	_	_	_	_
It	_	_	ARG	ARG
is	PRED	PRED	_	_
never	_	_	_	ARG
over	_	_	_	ARG
,	_	_	_	_
especially	_	_	_	_
when	_	_	_	_
a	_	_	_	_
real	_	_	_	_
solution	_	PRED	ARG	_
,	_	_	_	_
a	_	_	_	_
real	_	_	_	_
treatment	_	PRED	_	_
for	_	_	_	_
our	_	_	_	_
sickness	_	_	_	_
,	_	_	_	_
is	PRED	PRED	_	ARG
yet	_	_	_	_
to	_	_	_	_
begin	PRED	PRED	_	_
.	_	_	_	_
P.S.	_	_	_	_
-	_	_	_	_
I	_	_	ARG	_
am	PRED	PRED	_	_
trying	_	PRED	_	_
to	_	_	_	_
conceptualize	PRED	PRED	_	_
an	_	_	_	_
effective	_	_	_	_
guerilla	_	_	_	_
media	_	_	_	_
campaign	_	PRED	ARG	_
to	_	_	_	_
promote	PRED	PRED	_	_
this	_	_	_	_
cause	_	_	ARG	_
.	_	_	_	_
Ideas	_	_	ARG	ARG
are	PRED	PRED	_	_
welcome	_	PRED	_	ARG
.	_	_	_	_
Collaboration	_	_	ARG	_
is	PRED	PRED	_	_
prayed	PRED	PRED	_	_
.	_	_	_	_
an	_	_	_	_
annotated	PRED	PRED	_	_
text	_	_	ARG	ARG
of	_	_	_	_
the	_	_	_	_
bill	_	_	_	_
,	_	_	_	_
read	PRED	PRED	_	_
the	_	_	_	_
article	_	_	ARG	_
by	_	_	_	_
D.	_	_	_	_
Singmaster	_	_	ARG	_
in	_	_	_	_
The	_	_	_	_
Mathematical	_	_	_	_
Intelligencer	_	_	_	_
v	_	_	_	_
7	_	_	_	_
2	_	_	_	_
,	_	_	_	_
pp	_	_	_	_
69	_	_	_	_
-	_	_	_	_
72	_	_	_	_
.	_	_	_	_
Subject	_	_	_	_
:	_	_	_	_
Where	_	_	_	ARG
can	_	_	_	ARG
I	_	_	ARG	ARG
get	PRED	PRED	_	_
the	_	_	_	_
necessary	_	_	_	_
software	_	_	ARG	ARG
to	_	_	_	_
get	PRED	PRED	_	_
a	_	_	_	_
|	|	_	_	_	_
smart	_	_	_	_
|	|	_	_	_	_
mail	_	_	_	_
system	_	_	ARG	_
running	_	PRED	_	_
on	_	_	_	_
my	_	_	_	_
machine	_	_	_	_
that	_	_	ARG	_
will	_	_	_	_
take	PRED	PRED	_	_
advantage	_	_	ARG	_
of	_	_	_	_
the	_	_	_	_
postings	_	PRED	_	_
in	_	_	_	_
comp.mail.maps	_	_	_	_
?	_	_	_	_
(	_	_	_	_
E.g.	_	_	_	_
,	_	_	_	_
pathalias	_	_	_	_
,	_	_	_	_
smail	_	_	_	_
,	_	_	_	_
etc.	_	_	_	_
)	_	_	_	_
If	_	_	_	_
sites	_	_	ARG	_
next	_	_	_	_
to	_	_	_	_
you	_	_	ARG	_
do	PRED	PRED	_	_
n't	_	_	_	_
have	PRED	PRED	_	_
what	_	_	ARG	_
you	_	_	ARG	_
want	PRED	PRED	_	_
,	_	_	_	_
contact	PRED	PRED	_	_
your	_	_	_	_
nearest	_	_	_	_
comp.sources.unix	_	_	_	_
archive	_	_	ARG	_
,	_	_	_	_
or	_	_	_	_
the	_	_	_	_
moderator	_	_	_	_
.	_	_	_	_
Information	_	_	ARG	_
on	_	_	_	_
archive	_	_	_	_
sites	_	_	_	_
,	_	_	_	_
and	_	_	_	_
indices	_	_	_	_
of	_	_	_	_
comp.sources.unix	_	_	_	_
back	_	_	_	_
issues	_	_	ARG	_
are	PRED	PRED	_	_
posted	PRED	PRED	_	_
regularly	_	_	_	_
in	_	_	_	_
comp.sources.unix	_	_	_	_
and	_	_	_	_
comp.sources.d	_	_	_	_
.	_	_	_	_
This	_	_	ARG	ARG
refers	PRED	PRED	_	_
to	_	_	_	_
the	_	_	_	_
alleged	PRED	_	_	_
scanning	_	PRED	ARG	ARG
of	_	_	_	_
all	_	_	_	_
Usenet	_	_	_	_
traffic	_	_	_	_
by	_	_	_	_
the	_	_	_	_
National	_	_	_	_
Security	_	_	_	_
Agency	_	_	ARG	_
(	_	_	_	_
and	_	_	_	_
possibly	_	_	_	_
other	_	_	_	_
intelligence	_	_	_	_
organizations	_	_	_	_
)	_	_	_	_
for	_	_	_	_
interesting	_	_	_	_
keywords	_	_	_	_
.	_	_	_	_
The	_	_	_	_
|	|	_	_	_	_
food	_	_	ARG	_
|	|	_	_	_	_
is	PRED	PRED	_	_
believed	PRED	PRED	_	_
to	_	_	_	_
contain	PRED	PRED	_	_
some	_	_	ARG	_
of	_	_	_	_
those	_	_	_	_
Subject	_	_	_	_
:	_	_	_	_
IMMEDIATE	_	_	_	ARG
ATTENTION	_	PRED	_	_
NEEDED	PRED	PRED	_	_
:	_	_	_	_
I	_	_	ARG	ARG
am	PRED	PRED	_	_
GEORGE	_	_	_	ARG
WALKER	_	_	_	_
BUSH	_	_	_	_
,	_	_	_	_
son	_	_	_	_
of	_	_	_	_
the	_	_	_	_
former	_	_	_	_
president	_	_	_	_
of	_	_	_	_
the	_	_	_	_
United	_	_	_	_
States	_	_	_	_
of	_	_	_	_
America	_	_	_	_
George	_	_	_	_
Herbert	_	_	_	_
Walker	_	_	_	_
Bush	_	_	_	_
,	_	_	_	_
and	_	_	_	_
currently	_	_	_	_
serving	_	PRED	_	_
as	_	_	_	_
President	_	_	_	_
of	_	_	_	_
the	_	_	_	_
United	_	_	_	_
States	_	_	_	_
of	_	_	_	_
America	_	_	_	_
.	_	_	_	_
This	_	_	_	_
letter	_	_	ARG	ARG
might	_	_	_	ARG
surprise	PRED	PRED	_	_
you	_	_	ARG	ARG
because	_	_	_	_
we	_	_	ARG	_
have	PRED	PRED	_	_
not	_	_	_	_
met	PRED	PRED	_	ARG
neither	_	_	_	_
in	_	_	_	_
person	_	_	_	_
nor	_	_	_	_
by	_	_	_	_
correspondence	_	PRED	ARG	_
.	_	_	_	_
I	_	_	ARG	ARG
came	PRED	PRED	_	_
to	_	_	_	_
know	PRED	PRED	_	ARG
of	_	_	_	_
you	_	_	_	_
in	_	_	_	_
my	_	_	_	_
search	_	PRED	_	_
for	_	_	_	_
a	_	_	_	_
reliable	_	_	_	_
and	_	_	_	_
reputable	_	_	_	_
person	_	_	_	_
to	_	_	_	_
handle	PRED	PRED	_	_
a	_	_	_	_
very	_	_	_	_
confidential	_	_	_	_
business	_	_	_	_
transaction	_	PRED	ARG	_
,	_	_	_	_
which	_	_	ARG	_
involves	PRED	PRED	_	_
the	_	_	_	_
transfer	_	PRED	ARG	_
of	_	_	_	_
a	_	_	_	_
huge	_	_	_	_
sum	_	_	_	_
of	_	_	_	_
money	_	_	_	_
to	_	_	_	_
an	_	_	_	_
account	_	_	ARG	_
requiring	_	PRED	_	_
maximum	_	_	_	_
confidence	_	_	ARG	_
.	_	_	_	_
I	_	_	ARG	_
am	PRED	PRED	_	_
writing	_	PRED	_	_
you	_	_	ARG	_
in	_	_	_	_
absolute	_	_	_	_
confidence	_	_	_	_
primarily	_	_	_	_
to	_	_	_	_
seek	PRED	PRED	_	_
your	_	_	_	_
assistance	_	PRED	ARG	_
in	_	_	_	_
acquiring	_	PRED	_	_
oil	_	_	_	_
funds	_	_	ARG	_
that	_	_	ARG	_
are	PRED	PRED	_	_
presently	_	_	_	_
trapped	PRED	PRED	_	_
in	_	_	_	_
the	_	_	_	_
republic	_	_	_	_
of	_	_	_	_
Iraq	_	_	_	_
.	_	_	_	_
My	_	_	_	_
partners	_	_	ARG	ARG
and	_	_	_	_
I	_	_	_	_
solicit	PRED	PRED	_	_
your	_	_	_	_
assistance	_	PRED	ARG	ARG
in	_	_	_	_
completing	_	PRED	_	_
a	_	_	_	_
transaction	_	PRED	ARG	_
begun	PRED	PRED	_	_
by	_	_	_	_
my	_	_	_	_
father	_	_	ARG	_
,	_	_	_	_
who	_	_	ARG	_
has	PRED	PRED	_	_
long	_	_	_	_
been	PRED	PRED	_	_
actively	_	_	_	_
engaged	PRED	PRED	_	_
in	_	_	_	_
the	_	_	_	_
extraction	_	PRED	_	_
of	_	_	_	_
petroleum	_	_	_	_
in	_	_	_	_
the	_	_	_	_
United	_	_	_	_
States	_	_	_	_
of	_	_	_	_
America	_	_	_	_
,	_	_	_	_
and	_	_	_	_
bravely	_	_	_	_
served	PRED	PRED	_	_
his	_	_	_	_
country	_	_	ARG	_
as	_	_	_	_
director	_	_	_	_
of	_	_	_	_
the	_	_	_	_
United	_	_	_	_
States	_	_	_	_
Central	_	_	_	_
Intelligence	_	_	_	_
Agency	_	_	_	_
.	_	_	_	_
In	_	_	_	_
the	_	_	_	_
decade	_	_	_	ARG
of	_	_	_	_
the	_	_	_	_
nineteen	_	_	_	_
-	_	_	_	_
eighties	_	_	_	_
,	_	_	_	_
my	_	_	_	_
father	_	_	_	ARG
,	_	_	_	_
then	_	_	_	_
vice	_	_	_	_
-	_	_	_	_
president	_	_	_	_
of	_	_	_	_
the	_	_	_	_
United	_	_	_	_
States	_	_	_	_
of	_	_	_	_
America	_	_	_	_
,	_	_	_	_
sought	PRED	PRED	_	_
to	_	_	_	_
work	PRED	PRED	_	ARG
with	_	_	_	_
the	_	_	_	_
good	_	_	_	_
offices	_	_	_	_
of	_	_	_	_
the	_	_	_	_
President	_	_	_	_
of	_	_	_	_
the	_	_	_	_
Republic	_	_	_	_
of	_	_	_	_
Iraq	_	_	_	_
to	_	_	_	_
regain	PRED	PRED	_	_
lost	PRED	_	_	_
oil	_	_	_	_
revenue	_	_	_	_
sources	_	_	ARG	_
in	_	_	_	_
the	_	_	_	_
neighboring	_	PRED	_	_
Islamic	_	_	_	_
republic	_	_	_	_
of	_	_	_	_
Iran	_	_	_	_
.	_	_	_	_
This	_	_	_	_
unsuccessful	_	_	_	_
venture	_	_	ARG	_
was	PRED	PRED	_	_
soon	_	_	_	_
followed	PRED	PRED	_	_
by	_	_	_	_
a	_	_	_	_
falling	_	PRED	_	_
-	_	_	_	_
out	_	_	ARG	_
with	_	_	_	_
his	_	_	_	_
Iraqi	_	_	_	_
partner	_	_	_	_
,	_	_	_	_
who	_	_	ARG	_
sought	PRED	PRED	_	_
to	_	_	_	_
acquire	PRED	PRED	_	_
additional	_	_	_	_
oil	_	_	_	_
revenue	_	_	_	_
sources	_	_	ARG	_
in	_	_	_	_
the	_	_	_	_
neighboring	_	PRED	_	_
emirate	_	_	_	_
of	_	_	_	_
Kuwait	_	_	_	_
,	_	_	_	_
a	_	_	_	_
wholly	_	_	_	_
-	_	_	_	_
owned	PRED	_	_	_
U.S.	_	_	_	_
-	_	_	_	_
British	_	_	_	_
subsidiary	_	_	_	_
.	_	_	_	_
Out	_	_	_	_
of	_	_	_	_
that	_	_	_	_
cost	_	_	_	_
,	_	_	_	_
thirty	_	_	_	_
-	_	_	_	_
six	_	_	_	_
billion	_	_	_	_
dollars	_	_	ARG	_
(	_	_	_	_
$	_	_	_	_
36,000,000,000	_	_	_	_
)	_	_	_	_
were	PRED	PRED	_	_
supplied	PRED	PRED	_	_
by	_	_	_	_
King	_	_	_	_
Hussein	_	_	ARG	_
,	_	_	_	_
Kingdom	_	_	_	_
of	_	_	_	_
Saudi	_	_	_	_
Arabia	_	_	_	_
and	_	_	_	_
other	_	_	_	_
Persian	_	_	_	_
Gulf	_	_	_	_
monarchies	_	_	_	_
,	_	_	_	_
and	_	_	_	_
sixteen	_	_	_	_
billion	_	_	_	_
dollars	_	_	_	_
(	_	_	_	_
$	_	_	_	_
16,000,000,000	_	_	_	_
)	_	_	_	_
by	_	_	_	_
German	_	_	_	_
and	_	_	_	_
Japanese	_	_	_	_
partners	_	_	ARG	_
.	_	_	_	_
But	_	_	_	ARG
my	_	_	_	_
father	_	_	_	_
's	_	_	_	_
former	_	_	_	_
Iraqi	_	_	_	_
business	_	_	_	_
partner	_	_	ARG	ARG
remained	PRED	PRED	_	_
in	_	_	_	_
control	_	PRED	_	ARG
of	_	_	_	_
the	_	_	_	_
republic	_	_	_	_
of	_	_	_	_
Iraq	_	_	_	_
and	_	_	_	_
its	_	_	_	_
petroleum	_	_	_	_
reserves	_	_	_	_
.	_	_	_	_
My	_	_	_	_
family	_	_	ARG	_
is	PRED	PRED	_	_
calling	_	PRED	_	_
for	_	_	_	_
your	_	_	_	_
urgent	_	_	_	_
assistance	_	PRED	_	_
in	_	_	_	_
funding	_	PRED	_	_
the	_	_	_	_
removal	_	PRED	ARG	_
of	_	_	_	_
the	_	_	_	_
President	_	_	_	_
of	_	_	_	_
the	_	_	_	_
Republic	_	_	_	_
of	_	_	_	_
Iraq	_	_	_	_
and	_	_	_	_
acquiring	_	PRED	_	_
the	_	_	_	_
petroleum	_	_	_	_
assets	_	_	ARG	_
of	_	_	_	_
his	_	_	_	_
country	_	_	_	_
,	_	_	_	_
as	_	_	_	_
compensation	_	PRED	_	_
for	_	_	_	_
the	_	_	_	_
costs	_	_	_	_
of	_	_	_	_
removing	_	PRED	_	_
him	_	_	ARG	_
from	_	_	_	_
power	_	_	_	_
.	_	_	_	_
Unfortunately	_	_	_	ARG
,	_	_	_	_
our	_	_	_	_
partners	_	_	ARG	ARG
from	_	_	_	_
1991	_	_	_	_
are	PRED	PRED	_	_
not	_	_	_	ARG
willing	_	PRED	_	ARG
to	_	_	_	_
shoulder	PRED	PRED	_	_
the	_	_	_	_
burden	_	PRED	ARG	_
of	_	_	_	_
this	_	_	_	_
new	_	_	_	_
venture	_	_	_	_
,	_	_	_	_
which	_	_	ARG	_
in	_	_	_	_
its	_	_	_	_
upcoming	_	_	_	_
phase	_	_	_	_
may	_	_	_	_
cost	PRED	PRED	_	_
the	_	_	_	_
sum	_	_	ARG	_
of	_	_	_	_
100	_	_	_	_
billion	_	_	_	_
to	_	_	_	_
200	_	_	_	_
billion	_	_	_	_
dollars	_	_	_	_
(	_	_	_	_
$	_	_	_	_
100,000,000,000	_	_	_	_
-	_	_	_	_
$	_	_	_	_
200,000,000,000	_	_	_	_
)	_	_	_	_
,	_	_	_	_
both	_	_	_	_
in	_	_	_	_
the	_	_	_	_
initial	_	_	_	_
acquisition	_	PRED	_	_
and	_	_	_	_
in	_	_	_	_
long	_	_	_	_
-	_	_	_	_
term	_	_	_	_
management	_	PRED	_	_
.	_	_	_	_
Without	_	_	_	_
the	_	_	_	_
funds	_	_	_	ARG
from	_	_	_	_
our	_	_	_	_
1991	_	_	_	_
partners	_	_	_	_
,	_	_	_	_
we	_	_	ARG	ARG
would	_	_	_	ARG
not	_	_	_	ARG
be	PRED	PRED	_	_
able	_	PRED	_	ARG
to	_	_	_	_
acquire	PRED	PRED	_	_
the	_	_	_	_
oil	_	_	_	_
revenue	_	_	ARG	_
trapped	PRED	PRED	_	_
within	_	_	_	_
Iraq	_	_	_	_
.	_	_	_	_
That	_	_	ARG	ARG
is	PRED	PRED	_	_
why	_	_	_	ARG
my	_	_	_	_
family	_	_	ARG	_
and	_	_	_	_
our	_	_	_	_
colleagues	_	_	_	_
are	PRED	PRED	_	_
urgently	_	_	_	_
seeking	_	PRED	_	_
your	_	_	_	_
gracious	_	_	_	_
assistance	_	PRED	ARG	_
.	_	_	_	_
Our	_	_	_	_
distinguished	_	_	_	_
colleagues	_	_	ARG	_
in	_	_	_	_
this	_	_	_	_
business	_	_	_	ARG
transaction	_	PRED	_	_
include	PRED	PRED	_	_
the	_	_	_	_
sitting	_	_	_	_
vice-president	_	_	ARG	_
of	_	_	_	_
the	_	_	_	_
United	_	_	_	_
States	_	_	_	_
of	_	_	_	_
America	_	_	_	_
,	_	_	_	_
Richard	_	_	_	_
Cheney	_	_	_	_
,	_	_	_	_
who	_	_	ARG	_
is	PRED	PRED	_	_
an	_	_	_	_
original	_	_	_	_
partner	_	_	_	_
in	_	_	_	_
the	_	_	_	_
Iraq	_	_	_	_
venture	_	_	_	_
and	_	_	_	_
former	_	_	_	_
head	_	_	_	_
of	_	_	_	_
the	_	_	_	_
Halliburton	_	_	_	_
oil	_	_	_	_
company	_	_	_	_
,	_	_	_	_
and	_	_	_	_
Condoleeza	_	_	_	_
Rice	_	_	_	_
,	_	_	_	_
whose	_	_	_	_
professional	_	_	_	_
dedication	_	PRED	ARG	_
to	_	_	_	_
the	_	_	_	_
venture	_	_	ARG	_
was	PRED	PRED	_	_
demonstrated	PRED	PRED	_	_
in	_	_	_	_
the	_	_	_	_
naming	_	PRED	_	_
of	_	_	_	_
a	_	_	_	_
Chevron	_	_	_	_
oil	_	_	_	_
tanker	_	_	_	_
after	_	_	_	_
her	_	_	_	_
.	_	_	_	_
I	_	_	ARG	ARG
would	_	_	_	ARG
beseech	PRED	PRED	_	_
you	_	_	ARG	ARG
to	_	_	_	_
transfer	PRED	PRED	_	ARG
a	_	_	_	_
sum	_	_	ARG	_
equaling	_	PRED	_	_
ten	_	_	_	_
to	_	_	_	_
twenty	_	_	_	_
-	_	_	_	_
five	_	_	_	_
percent	_	_	ARG	_
(	_	_	_	_
10	_	_	_	_
-	_	_	_	_
25	_	_	_	_
%	_	_	_	_
)	_	_	_	_
of	_	_	_	_
your	_	_	_	_
yearly	_	_	_	_
income	_	_	_	_
to	_	_	_	_
our	_	_	_	_
account	_	_	ARG	_
to	_	_	_	_
aid	PRED	PRED	_	_
in	_	_	_	_
this	_	_	_	_
important	_	_	_	_
venture	_	_	_	_
.	_	_	_	_
The	_	_	_	_
Internal	_	_	_	_
Revenue	_	_	_	_
Service	_	_	ARG	ARG
of	_	_	_	_
the	_	_	_	_
United	_	_	_	_
States	_	_	_	_
of	_	_	_	_
America	_	_	_	_
will	_	_	_	ARG
function	PRED	PRED	_	_
as	_	_	_	_
our	_	_	_	_
trusted	PRED	PRED	_	_
intermediary	_	_	_	ARG
.	_	_	_	_
I	_	_	ARG	ARG
propose	PRED	PRED	_	_
that	_	_	_	_
you	_	_	ARG	_
make	PRED	PRED	_	ARG
this	_	_	_	_
transfer	_	PRED	ARG	_
before	_	_	_	_
the	_	_	_	_
fifteenth	_	_	_	_
(	_	_	_	_
15th	_	_	_	_
)	_	_	_	_
of	_	_	_	_
the	_	_	_	_
month	_	_	_	_
of	_	_	_	_
April	_	_	_	_
.	_	_	_	_
I	_	_	ARG	ARG
know	PRED	PRED	_	_
that	_	_	_	_
a	_	_	_	_
transaction	_	PRED	ARG	_
of	_	_	_	_
this	_	_	_	_
magnitude	_	_	_	_
would	_	_	_	_
make	PRED	PRED	_	ARG
anyone	_	_	ARG	_
apprehensive	_	_	_	_
and	_	_	_	_
worried	_	PRED	_	_
.	_	_	_	_
But	_	_	_	_
I	_	_	ARG	_
am	PRED	PRED	_	_
assuring	_	PRED	_	_
you	_	_	ARG	_
that	_	_	_	_
all	_	_	ARG	_
will	_	_	_	_
be	PRED	PRED	_	_
well	_	PRED	_	_
at	_	_	_	_
the	_	_	_	_
end	_	PRED	_	_
of	_	_	_	_
the	_	_	_	_
day	_	_	_	_
.	_	_	_	_
A	_	_	_	_
bold	_	_	_	ARG
step	_	PRED	ARG	_
taken	PRED	PRED	_	ARG
shall	_	_	_	_
not	_	_	_	_
be	PRED	PRED	_	_
regretted	PRED	PRED	_	_
,	_	_	_	_
I	_	_	ARG	_
assure	PRED	PRED	_	_
you	_	_	ARG	_
.	_	_	_	_
Please	_	_	_	_
do	PRED	PRED	_	_
be	PRED	PRED	_	_
informed	PRED	PRED	_	_
that	_	_	_	_
this	_	_	_	_
business	_	_	_	_
transaction	_	PRED	ARG	_
is	PRED	PRED	_	_
100	_	_	_	_
%	_	_	_	_
legal	_	PRED	_	_
.	_	_	_	_
If	_	_	_	_
you	_	_	ARG	_
do	PRED	PRED	_	_
not	_	_	_	_
wish	PRED	PRED	_	_
to	_	_	_	_
co-operate	PRED	PRED	_	_
in	_	_	_	_
this	_	_	_	_
transaction	_	PRED	_	_
,	_	_	_	_
please	_	_	_	_
contact	PRED	PRED	_	_
our	_	_	_	_
intermediary	_	_	_	_
representatives	_	_	ARG	_
to	_	_	_	_
further	_	_	_	_
discuss	PRED	PRED	_	_
the	_	_	_	_
matter	_	_	ARG	_
.	_	_	_	_
I	_	_	ARG	ARG
pray	PRED	PRED	_	_
that	_	_	_	_
you	_	_	ARG	_
understand	PRED	PRED	_	ARG
our	_	_	_	_
plight	_	_	ARG	_
.	_	_	_	_
My	_	_	_	_
family	_	_	ARG	ARG
and	_	_	_	_
our	_	_	_	_
colleagues	_	_	_	_
will	_	_	_	ARG
be	PRED	PRED	_	_
forever	_	_	_	ARG
grateful	_	PRED	_	ARG
.	_	_	_	_
US	_	_	_	ARG
battles	PRED	PRED	ARG	_
to	_	_	_	_
save	PRED	PRED	_	ARG
storm	_	_	_	_
victims	_	_	ARG	_
Emergency	_	_	_	_
teams	_	_	ARG	_
in	_	_	_	_
the	_	_	_	_
southern	_	_	_	_
US	_	_	_	_
are	PRED	PRED	_	_
battling	_	PRED	_	_
to	_	_	_	_
reach	PRED	PRED	_	_
survivors	_	_	ARG	_
of	_	_	_	_
Hurricane	_	_	_	_
Katrina	_	_	_	_
,	_	_	_	_
the	_	_	_	_
most	_	_	_	_
destructive	_	_	_	_
storm	_	_	_	_
to	_	_	_	_
hit	PRED	PRED	_	_
the	_	_	_	_
country	_	_	ARG	_
in	_	_	_	_
decades	_	_	_	_
.	_	_	_	_
Hundreds	_	_	ARG	_
of	_	_	_	_
people	_	_	_	_
are	PRED	PRED	_	_
feared	PRED	PRED	_	_
dead	_	_	_	_
in	_	_	_	_
Mississippi	_	_	_	_
,	_	_	_	_
and	_	_	_	_
the	_	_	_	_
Louisiana	_	_	_	_
city	_	_	ARG	_
of	_	_	_	_
New	_	_	_	_
Orleans	_	_	_	_
is	PRED	PRED	_	_
badly	_	_	_	_
flooded	PRED	PRED	_	_
.	_	_	_	_
The	_	_	_	_
city	_	_	_	_
mayor	_	_	ARG	ARG
said	PRED	PRED	_	_
rescuers	_	_	ARG	_
were	PRED	PRED	_	_
unable	_	PRED	_	ARG
to	_	_	_	_
retrieve	PRED	PRED	_	_
the	_	_	_	_
dead	_	_	ARG	_
.	_	_	_	_
|	|	_	_	_	_
They	_	_	ARG	_
're	PRED	PRED	_	_
just	_	_	_	_
pushing	_	PRED	_	_
them	_	_	ARG	_
aside	_	_	_	_
,	_	_	_	_
|	|	_	_	_	_
he	_	_	ARG	_
said	PRED	PRED	_	_
.	_	_	_	_
Amid	_	_	_	_
worsening	_	_	_	_
conditions	_	_	_	ARG
,	_	_	_	_
officials	_	_	ARG	ARG
plan	PRED	PRED	_	_
to	_	_	_	_
evacuate	PRED	PRED	_	ARG
a	_	_	_	_
New	_	_	_	_
Orleans	_	_	_	_
stadium	_	_	ARG	_
where	_	_	_	_
up	_	_	_	_
to	_	_	_	_
20,000	_	_	_	_
people	_	_	ARG	_
took	PRED	PRED	_	_
shelter	_	_	ARG	_
.	_	_	_	_
The	_	_	_	_
Superdome	_	_	_	_
stadium	_	_	ARG	ARG
is	PRED	PRED	_	_
without	_	_	_	_
power	_	_	_	ARG
,	_	_	_	_
and	_	_	_	_
toilets	_	_	ARG	_
are	PRED	PRED	_	_
overflowing	_	PRED	_	_
.	_	_	_	_
It	_	_	ARG	ARG
's	PRED	PRED	_	_
a	_	_	_	_
very	_	_	_	_
,	_	_	_	_
very	_	_	_	_
desperate	_	_	_	_
situation	_	_	_	ARG
,	_	_	_	_
Louisiana	_	_	_	_
Governor	_	_	_	_
Kathleen	_	_	_	_
Blanco	_	_	ARG	_
said	PRED	PRED	_	_
.	_	_	_	_
[	_	_	_	_
an	_	_	_	_
error	_	PRED	ARG	_
occurred	PRED	PRED	_	_
while	_	_	_	_
processing	_	PRED	_	_
this	_	_	_	_
directive	_	_	ARG	_
]	_	_	_	_
One	_	_	_	_
resident	_	_	ARG	ARG
of	_	_	_	_
New	_	_	_	_
Orleans	_	_	_	_
said	PRED	PRED	_	_
escaping	_	PRED	_	_
from	_	_	_	_
the	_	_	_	_
storm	_	_	_	_
was	PRED	PRED	_	_
|	|	_	_	_	_
hell	_	_	_	ARG
|	|	_	_	_	_
.	_	_	_	_
|	|	_	_	_	_
We	_	_	ARG	_
were	PRED	PRED	_	_
screaming	_	PRED	_	_
,	_	_	_	_
hollering	_	PRED	_	_
,	_	_	_	_
flashing	_	PRED	_	_
lights	_	_	ARG	_
.	_	_	_	_
It	_	_	ARG	ARG
was	PRED	PRED	_	_
complete	_	_	_	_
chaos	_	_	_	ARG
,	_	_	_	_
Kioka	_	_	_	_
Williams	_	_	ARG	_
told	PRED	PRED	_	_
the	_	_	_	_
Associated	_	_	_	_
